Time	Reference	Direct (Unifrom)	Direct(Non-uniform)	MPC(Unifrom)	MPC(Non-Uniform)	MPC(Non-Unifrom with  INL Feedback)	MPC Truncated
0.0	4.0	4	4.62	2	2.51	2.51	2.0
0.001	4.125643036312513	4	4.62	7	7.11	7.11	6.0
0.002	4.251162078117254	4	4.62	2	2.51	4.62	0.999999999999996
0.003	4.376433253274057	4	4.62	6	6.529999999999999	0.0	-0.0
0.004	4.501332934257217	5	4.62	3	2.51	11.83	8.0
0.005	4.625737860160924	5	4.62	6	6.529999999999999	0.0	-0.0
0.006	4.749525258342898	5	4.62	4	4.62	6.529999999999999	4.0
0.007	4.87257296558617	5	4.62	5	4.62	6.65	3.0
0.008	4.994759548659419	5	4.62	5	4.62	4.62	1.0
0.009000000000000001	5.1159644241569175	5	5.39	5	4.62	2.51	2.0
0.01	5.23606797749979	5	5.39	6	6.529999999999999	11.83	8.0
0.011	5.3549516809811655	5	5.39	4	4.62	0.0	-0.0
0.012	5.472498210738712	5	5.39	7	7.11	7.11	6.0
0.013000000000000001	5.588591562539122	6	5.39	4	4.62	7.11	6.0
0.014	5.703117166260291	6	5.39	7	7.11	6.65	3.0
0.015	5.815961998958187	6	5.39	5	4.62	2.51	2.0
0.016	5.927014696406861	6	5.39	6	6.529999999999999	11.83	8.0
0.017	6.036165663001485	6	6.529999999999999	7	7.11	0.0	-0.0
0.018000000000000002	6.143307179915986	6	6.529999999999999	5	4.62	11.83	8.0
0.019	6.248333511408522	6	6.529999999999999	7	7.11	4.62	1.0
0.02	6.3511410091698925	6	6.529999999999999	6	6.529999999999999	6.529999999999999	4.0
0.021	6.451628214611906	6	6.529999999999999	6	6.529999999999999	5.39	5.0
0.022	6.549695958994759	7	6.529999999999999	8	7.11	9.19	7.0
0.023	6.645247461294607	7	6.65	5	4.62	6.529999999999999	4.0
0.024	6.738188423714755	7	6.65	8	7.11	6.529999999999999	4.0
0.025	6.82842712474619	7	6.65	6	6.529999999999999	5.39	5.0
0.026000000000000002	6.915874509685646	7	7.11	7	7.11	11.83	8.0
0.027	7.000444278521838	7	7.11	8	7.11	4.62	1.0
0.028	7.082052971103157	7	7.11	6	6.529999999999999	5.39	5.0
0.029	7.160620049502762	7	7.11	8	7.11	11.83	8.0
0.03	7.23606797749979	7	7.11	7	7.11	6.65	3.0
0.031	7.308322297098247	7	7.11	7	7.11	6.529999999999999	4.0
0.032	7.37731170200806	7	7.11	8	7.11	7.11	6.0
0.033	7.442968108015775	7	7.11	7	7.11	11.83	8.0
0.034	7.505226720175455	8	7.11	8	7.11	4.62	1.0
0.035	7.564026096753471	8	7.11	7	7.11	7.11	6.0
0.036000000000000004	7.619308209864078	8	7.11	8	7.11	11.83	8.0
0.037	7.671018502735924	8	7.11	8	7.11	6.65	3.0
0.038	7.719105943553005	8	7.11	7	7.11	5.39	5.0
0.039	7.763523075816902	8	7.11	8	7.11	11.83	8.0
0.04	7.804226065180615	8	7.11	8	7.11	6.529999999999999	4.0
0.041	7.841174742707772	8	7.11	8	7.11	7.11	6.0
0.042	7.874332644514524	8	7.11	8	7.11	11.83	8.0
0.043000000000000003	7.90366704775499	8	7.11	7	7.11	6.65	3.0
0.044	7.929149002914754	8	7.11	8	7.11	5.39	5.0
0.045	7.950753362380551	8	7.11	8	7.11	11.83	8.0
0.046	7.968458805257912	8	7.11	8	7.11	5.39	5.0
0.047	7.98224785841232	8	7.11	8	7.11	11.83	8.0
0.048	7.992106913713086	8	7.11	8	7.11	6.529999999999999	4.0
0.049	7.998026241462926	8	7.11	8	7.11	7.11	6.0
0.05	8.0	8	7.11	8	7.11	11.83	8.0
0.051000000000000004	7.998026241462926	8	7.11	8	7.11	6.65	3.0
0.052000000000000005	7.992106913713086	8	7.11	8	7.11	7.11	6.0
0.053	7.98224785841232	8	7.11	8	7.11	11.83	8.0
0.054	7.968458805257912	8	7.11	8	7.11	6.65	3.0
0.055	7.950753362380551	8	7.11	8	7.11	5.39	5.0
0.056	7.929149002914755	8	7.11	8	7.11	11.83	8.0
0.057	7.90366704775499	8	7.11	8	7.11	5.39	5.0
0.058	7.874332644514524	8	7.11	8	7.11	11.83	8.0
0.059000000000000004	7.841174742707772	8	7.11	8	7.11	6.65	3.0
0.06	7.804226065180615	8	7.11	7	7.11	5.39	5.0
0.061	7.763523075816902	8	7.11	8	7.11	11.83	8.0
0.062	7.719105943553005	8	7.11	8	7.11	6.529999999999999	4.0
0.063	7.671018502735925	8	7.11	8	7.11	7.11	6.0
0.064	7.619308209864078	8	7.11	7	7.11	11.83	8.0
0.065	7.564026096753471	8	7.11	8	7.11	2.51	2.0
0.066	7.505226720175454	8	7.11	7	7.11	11.83	8.0
0.067	7.442968108015775	7	7.11	8	7.11	6.529999999999999	4.0
0.068	7.377311702008059	7	7.11	7	7.11	5.39	5.0
0.069	7.308322297098247	7	7.11	8	7.11	11.83	8.0
0.07	7.23606797749979	7	7.11	6	6.529999999999999	6.65	3.0
0.07100000000000001	7.160620049502761	7	7.11	8	7.11	6.65	3.0
0.07200000000000001	7.082052971103157	7	7.11	8	7.11	5.39	5.0
0.073	7.000444278521838	7	7.11	5	4.62	11.83	8.0
0.074	6.915874509685647	7	7.11	8	7.11	2.51	2.0
0.075	6.82842712474619	7	6.65	8	7.11	11.83	8.0
0.076	6.738188423714755	7	6.65	4	4.62	4.62	1.0
0.077	6.645247461294607	7	6.65	8	7.11	5.39	5.0
0.078	6.549695958994759	7	6.529999999999999	8	7.11	11.83	8.0
0.079	6.451628214611906	6	6.529999999999999	4	4.62	0.0	-0.0
0.08	6.351141009169893	6	6.529999999999999	8	7.11	11.83	8.0
0.081	6.2483335114085214	6	6.529999999999999	6	6.529999999999999	2.51	2.0
0.082	6.143307179915986	6	6.529999999999999	5	4.62	11.83	8.0
0.083	6.036165663001484	6	6.529999999999999	8	7.11	0.0	-0.0
0.084	5.927014696406861	6	5.39	4	4.62	11.83	8.0
0.085	5.815961998958187	6	5.39	7	7.11	0.0	-0.0
0.08600000000000001	5.70311716626029	6	5.39	6	6.529999999999999	11.83	8.0
0.08700000000000001	5.588591562539122	6	5.39	4	4.62	0.0	-0.0
0.088	5.472498210738713	5	5.39	8	7.11	11.83	8.0
0.089	5.354951680981167	5	5.39	3	2.51	0.0	-0.0
0.09	5.23606797749979	5	5.39	6	6.529999999999999	9.19	7.0
0.091	5.115964424156918	5	5.39	7	7.11	2.51	2.0
0.092	4.994759548659419	5	4.62	2	2.51	7.11	5.999999999999997
0.093	4.872572965586171	5	4.62	7	7.11	6.65	2.999999999999997
0.094	4.749525258342898	5	4.62	4	4.62	0.0	-0.0
0.095	4.625737860160924	5	4.62	4	4.62	11.83	8.0
0.096	4.501332934257216	5	4.62	7	7.11	0.0	-0.0
0.097	4.376433253274057	4	4.62	1	0.0	6.65	3.0
0.098	4.251162078117254	4	4.62	7	7.11	4.62	1.0
0.099	4.125643036312513	4	4.62	3	2.51	4.62	1.0
0.1	4.000000000000001	4	4.62	3	2.51	4.62	1.0
0.101	3.8743569636874864	4	4.62	6	6.529999999999999	0.0	-0.0
0.10200000000000001	3.7488379218827466	4	4.62	2	2.51	11.83	8.0
0.10300000000000001	3.623566746725942	4	4.62	4	4.62	0.0	-0.0
0.10400000000000001	3.498667065742783	3	2.51	5	4.62	0.0	-0.0
0.105	3.374262139839077	3	2.51	0	0.0	11.83	8.0
0.106	3.2504747416571025	3	2.51	7	7.11	0.0	-0.0
0.107	3.12742703441383	3	2.51	1	0.0	0.0	-0.0
0.108	3.0052404513405815	3	2.51	2	2.51	7.11	6.0
0.109	2.884035575843083	3	2.51	6	6.529999999999999	4.62	1.0
0.11	2.763932022500211	3	2.51	0	0.0	0.0	-0.0
0.111	2.645048319018834	3	2.51	4	4.62	4.62	1.0
0.112	2.5275017892612883	3	2.51	2	2.51	0.0	-0.0
0.113	2.4114084374608784	2	2.51	3	2.51	5.39	5.0
0.114	2.2968828337397094	2	2.51	1	0.0	0.0	-0.0
0.115	2.184038001041813	2	2.51	4	4.62	6.529999999999999	4.0
0.116	2.0729853035931383	2	2.51	0	0.0	0.0	-0.0
0.117	1.9638343369985152	2	2.51	4	4.62	0.0	-0.0
0.11800000000000001	1.856692820084013	2	2.51	0	0.0	6.529999999999999	4.000000000000001
0.11900000000000001	1.7516664885914777	2	2.51	3	2.51	0.0	-0.0
0.12	1.648858990830108	2	2.51	1	0.0	0.0	-0.0
0.121	1.548371785388095	2	2.51	2	2.51	6.65	3.0
0.122	1.4503040410052415	1	2.51	1	0.0	0.0	-0.0
0.123	1.3547525387053931	1	2.51	2	2.51	0.0	-0.0
0.124	1.261811576285245	1	2.51	0	0.0	0.0	-0.0
0.125	1.1715728752538102	1	0.0	3	2.51	6.529999999999999	4.0
0.126	1.0841254903143547	1	0.0	0	0.0	0.0	-0.0
0.127	0.9995557214781621	1	0.0	0	0.0	0.0	-0.0
0.128	0.9179470288968425	1	0.0	3	2.51	0.0	-0.0
0.129	0.8393799504972383	1	0.0	0	0.0	2.51	2.0
0.13	0.7639320225002106	1	0.0	0	0.0	0.0	0.0
0.131	0.6916777029017536	1	0.0	2	2.51	4.62	1.0
0.132	0.6226882979919388	1	0.0	0	0.0	0.0	-0.0
0.133	0.557031891984225	1	0.0	0	0.0	0.0	-0.0
0.134	0.49477327982454566	0	0.0	1	0.0	0.0	-0.0
0.135	0.43597390324652885	0	0.0	1	0.0	0.0	-0.0
0.136	0.3806917901359208	0	0.0	0	0.0	2.51	2.0
0.137	0.328981497264075	0	0.0	0	0.0	0.0	-0.0
0.138	0.28089405644699417	0	0.0	0	0.0	0.0	-0.0
0.139	0.23647692418309818	0	0.0	1	0.0	0.0	-0.0
0.14	0.19577393481938588	0	0.0	0	0.0	0.0	-0.0
0.14100000000000001	0.1588252572922273	0	0.0	0	0.0	4.62	1.0
0.14200000000000002	0.12566735548547525	0	0.0	0	0.0	0.0	-0.0
0.14300000000000002	0.09633295224501026	0	0.0	0	0.0	0.0	-0.0
0.14400000000000002	0.07085099708524512	0	0.0	0	0.0	0.0	-0.0
0.145	0.04924663761944936	0	0.0	0	0.0	0.0	-0.0
0.146	0.03154119474208894	0	0.0	0	0.0	0.0	-0.0
0.147	0.017752141587680015	0	0.0	0	0.0	0.0	-0.0
0.148	0.007893086286913764	0	0.0	0	0.0	0.0	0.0
0.149	0.0019737585370736	0	0.0	0	0.0	0.0	0.0
0.15	0.0	0	0.0	0	0.0	0.0	0.0
0.151	0.0019737585370736	0	0.0	0	0.0	0.0	-0.0
0.152	0.007893086286913764	0	0.0	0	0.0	0.0	-0.0
0.153	0.01775214158767957	0	0.0	0	0.0	0.0	-0.0
0.154	0.031541194742088496	0	0.0	0	0.0	0.0	-0.0
0.155	0.04924663761944892	0	0.0	0	0.0	0.0	-0.0
0.156	0.07085099708524512	0	0.0	0	0.0	0.0	-0.0
0.157	0.09633295224500982	0	0.0	0	0.0	0.0	0.0
0.158	0.1256673554854757	0	0.0	0	0.0	0.0	0.0
0.159	0.15882525729222774	0	0.0	0	0.0	0.0	0.0
0.16	0.19577393481938543	0	0.0	1	0.0	4.62	1.0
0.161	0.23647692418309774	0	0.0	0	0.0	0.0	-0.0
0.162	0.28089405644699506	0	0.0	0	0.0	0.0	-0.0
0.163	0.32898149726407544	0	0.0	0	0.0	0.0	-0.0
0.164	0.3806917901359217	0	0.0	1	0.0	0.0	-0.0
0.165	0.4359739032465284	0	0.0	0	0.0	0.0	-0.0
0.166	0.49477327982454655	0	0.0	1	0.0	2.51	2.0
0.167	0.5570318919842263	1	0.0	0	0.0	0.0	-0.0
0.168	0.6226882979919401	1	0.0	1	0.0	0.0	-0.0
0.169	0.6916777029017527	1	0.0	0	0.0	0.0	0.0
0.17	0.7639320225002098	1	0.0	2	2.51	6.65	3.0
0.171	0.8393799504972397	1	0.0	0	0.0	0.0	-0.0
0.17200000000000001	0.9179470288968439	1	0.0	0	0.0	0.0	-0.0
0.17300000000000001	0.9995557214781621	1	0.0	3	2.51	0.0	-0.0
0.17400000000000002	1.0841254903143538	1	0.0	0	0.0	0.0	-0.0
0.17500000000000002	1.171572875253812	1	0.0	0	0.0	5.39	5.0
0.176	1.2618115762852442	1	2.51	4	4.62	0.0	-0.0
0.177	1.354752538705391	1	2.51	0	0.0	0.0	-0.0
0.178	1.4503040410052388	1	2.51	0	0.0	4.62	1.0
0.179	1.548371785388094	2	2.51	4	4.62	0.0	-0.0
0.18	1.6488589908301066	2	2.51	0	0.0	0.0	-0.0
0.181	1.7516664885914763	2	2.51	2	2.51	6.529999999999999	4.000000000000001
0.182	1.8566928200840116	2	2.51	3	2.51	0.0	-0.0
0.183	1.963834336998512	2	2.51	0	0.0	0.0	-0.0
0.184	2.0729853035931387	2	2.51	4	4.62	6.529999999999999	4.0
0.185	2.184038001041812	2	2.51	1	0.0	0.0	-0.0
0.186	2.296882833739708	2	2.51	2	2.51	0.0	-0.0
0.187	2.4114084374608753	2	2.51	4	4.62	7.11	6.000000000000002
0.188	2.5275017892612883	3	2.51	0	0.0	0.0	-0.0
0.189	2.6450483190188345	3	2.51	5	4.62	4.62	1.0
0.19	2.7639320225002093	3	2.51	2	2.51	0.0	-0.0
0.191	2.8840355758430816	3	2.51	1	0.0	5.39	5.0
0.192	3.005240451340582	3	2.51	6	6.529999999999999	4.62	1.0
0.193	3.1274270344138304	3	2.51	1	0.0	0.0	-0.0
0.194	3.250474741657101	3	2.51	4	4.62	6.65	3.0
0.195	3.3742621398390753	3	2.51	4	4.62	0.0	-0.0
0.196	3.498667065742781	3	2.51	1	0.0	5.39	5.0
0.197	3.623566746725944	4	4.62	7	7.11	6.529999999999999	4.0
0.198	3.748837921882747	4	4.62	1	0.0	0.0	-0.0
0.199	3.8743569636874864	4	4.62	5	4.62	6.529999999999999	4.0
0.2	3.999999999999999	4	4.62	5	4.62	4.62	1.0
0.201	4.125643036312515	4	4.62	2	2.51	0.0	-0.0
0.202	4.251162078117255	4	4.62	6	6.529999999999999	11.83	8.0
0.203	4.376433253274057	4	4.62	4	4.62	0.0	-0.0
0.20400000000000001	4.501332934257217	5	4.62	3	2.51	6.65	3.0
0.20500000000000002	4.6257378601609265	5	4.62	8	7.11	4.62	1.0
0.20600000000000002	4.7495252583429	5	4.62	1	0.0	2.51	2.0
0.20700000000000002	4.872572965586171	5	4.62	7	7.11	11.83	8.0
0.20800000000000002	4.994759548659419	5	4.62	6	6.529999999999999	0.0	-0.0
0.209	5.115964424156913	5	5.39	2	2.51	6.529999999999999	4.0
0.21	5.236067977499789	5	5.39	8	7.11	6.529999999999999	4.0
0.211	5.354951680981164	5	5.39	4	4.62	2.51	2.0
0.212	5.47249821073871	5	5.39	6	6.529999999999999	11.83	8.0
0.213	5.588591562539119	6	5.39	5	4.62	0.0	-0.0
0.214	5.70311716626029	6	5.39	7	7.11	9.19	7.0
0.215	5.815961998958186	6	5.39	4	4.62	6.65	3.0
0.216	5.927014696406859	6	5.39	8	7.11	2.51	2.0
0.217	6.0361656630014835	6	6.529999999999999	4	4.62	11.83	8.0
0.218	6.143307179915986	6	6.529999999999999	8	7.11	0.0	-0.0
0.219	6.2483335114085214	6	6.529999999999999	5	4.62	11.83	8.0
0.22	6.351141009169892	6	6.529999999999999	7	7.11	2.51	2.0
0.221	6.451628214611905	6	6.529999999999999	6	6.529999999999999	11.83	8.0
0.222	6.549695958994759	7	6.529999999999999	7	7.11	0.0	-0.0
0.223	6.645247461294607	7	6.65	6	6.529999999999999	11.83	8.0
0.224	6.738188423714755	7	6.65	8	7.11	6.529999999999999	4.0
0.225	6.82842712474619	7	6.65	5	4.62	6.529999999999999	4.0
0.226	6.915874509685645	7	7.11	8	7.11	5.39	5.0
0.227	7.000444278521838	7	7.11	8	7.11	11.83	8.0
0.228	7.082052971103157	7	7.11	5	4.62	4.62	1.0
0.229	7.160620049502761	7	7.11	8	7.11	5.39	5.0
0.23	7.236067977499789	7	7.11	8	7.11	11.83	8.0
0.231	7.308322297098249	7	7.11	6	6.529999999999999	6.65	3.0
0.232	7.377311702008061	7	7.11	8	7.11	6.529999999999999	4.0
0.233	7.442968108015775	7	7.11	8	7.11	7.11	6.0
0.234	7.505226720175454	8	7.11	7	7.11	11.83	8.0
0.23500000000000001	7.564026096753473	8	7.11	7	7.11	2.51	2.0
0.23600000000000002	7.619308209864078	8	7.11	8	7.11	11.83	8.0
0.23700000000000002	7.671018502735925	8	7.11	8	7.11	5.39	5.0
0.23800000000000002	7.719105943553005	8	7.11	8	7.11	11.83	8.0
0.23900000000000002	7.763523075816902	8	7.11	7	7.11	6.65	3.0
0.24	7.804226065180615	8	7.11	8	7.11	5.39	5.0
0.241	7.841174742707771	8	7.11	8	7.11	11.83	8.0
0.242	7.874332644514524	8	7.11	8	7.11	5.39	4.999999999999998
0.243	7.903667047754989	8	7.11	8	7.11	11.83	8.0
0.244	7.929149002914754	8	7.11	8	7.11	6.65	3.0
0.245	7.950753362380551	8	7.11	8	7.11	5.39	5.0
0.246	7.968458805257911	8	7.11	8	7.11	11.83	8.0
0.247	7.98224785841232	8	7.11	8	7.11	5.39	5.0
0.248	7.992106913713086	8	7.11	8	7.11	11.83	8.0
0.249	7.998026241462926	8	7.11	8	7.11	6.529999999999999	4.0
0.25	8.0	8	7.11	8	7.11	7.11	6.0
0.251	7.998026241462926	8	7.11	8	7.11	11.83	8.0
0.252	7.992106913713086	8	7.11	8	7.11	6.65	3.0
0.253	7.98224785841232	8	7.11	8	7.11	7.11	6.0
0.254	7.968458805257912	8	7.11	8	7.11	11.83	8.0
0.255	7.950753362380551	8	7.11	8	7.11	6.65	3.0
0.256	7.929149002914754	8	7.11	8	7.11	5.39	5.0
0.257	7.90366704775499	8	7.11	8	7.11	11.83	8.0
0.258	7.874332644514524	8	7.11	8	7.11	5.39	5.0
0.259	7.841174742707772	8	7.11	8	7.11	11.83	8.0
0.26	7.804226065180615	8	7.11	7	7.11	6.65	3.0
0.261	7.763523075816902	8	7.11	8	7.11	5.39	5.0
0.262	7.719105943553007	8	7.11	8	7.11	11.83	8.0
0.263	7.671018502735923	8	7.11	8	7.11	6.529999999999999	4.0
0.264	7.6193082098640765	8	7.11	7	7.11	7.11	6.0
0.265	7.56402609675347	8	7.11	8	7.11	9.19	7.0
0.266	7.505226720175454	8	7.11	7	7.11	5.39	5.0
0.267	7.442968108015775	7	7.11	8	7.11	11.83	8.0
0.268	7.37731170200806	7	7.11	7	7.11	2.51	2.0
0.269	7.308322297098248	7	7.11	8	7.11	11.83	8.0
0.27	7.236067977499791	7	7.11	6	6.529999999999999	6.529999999999999	4.0
0.271	7.1606200495027625	7	7.11	8	7.11	5.39	5.0
0.272	7.082052971103154	7	7.11	8	7.11	11.83	8.0
0.273	7.000444278521836	7	7.11	5	4.62	4.62	1.0
0.274	6.9158745096856435	7	7.11	8	7.11	5.39	5.0
0.275	6.828427124746188	7	6.65	8	7.11	11.83	8.0
0.276	6.738188423714753	7	6.65	4	4.62	4.62	1.0
0.277	6.645247461294607	7	6.65	8	7.11	6.529999999999999	4.0
0.278	6.549695958994759	7	6.529999999999999	8	7.11	7.11	6.0
0.279	6.451628214611906	6	6.529999999999999	4	4.62	5.39	5.0
0.28	6.351141009169893	6	6.529999999999999	8	7.11	11.83	8.0
0.281	6.248333511408518	6	6.529999999999999	6	6.529999999999999	0.0	-0.0
0.28200000000000003	6.143307179915983	6	6.529999999999999	5	4.62	11.83	8.0
0.28300000000000003	6.036165663001482	6	6.529999999999999	8	7.11	4.62	1.0
0.28400000000000003	5.927014696406859	6	5.39	4	4.62	6.65	3.0
0.28500000000000003	5.815961998958185	6	5.39	7	7.11	6.65	3.0
0.28600000000000003	5.70311716626029	6	5.39	6	6.529999999999999	2.51	2.0
0.28700000000000003	5.588591562539122	6	5.39	4	4.62	11.83	8.0
0.28800000000000003	5.472498210738712	5	5.39	8	7.11	0.0	-0.0
0.289	5.354951680981166	5	5.39	3	2.51	9.19	7.0
0.29	5.236067977499792	5	5.39	6	6.529999999999999	2.51	2.0
0.291	5.115964424156919	5	5.39	7	7.11	7.11	6.0
0.292	4.994759548659422	5	4.62	2	2.51	6.529999999999999	4.0
0.293	4.872572965586174	5	4.62	7	7.11	0.0	-0.0
0.294	4.749525258342903	5	4.62	4	4.62	11.83	8.0
0.295	4.625737860160928	5	4.62	4	4.62	0.0	-0.0
0.296	4.501332934257222	5	4.62	7	7.11	6.529999999999999	4.0
0.297	4.3764332532740635	4	4.62	1	0.0	2.51	2.0
0.298	4.251162078117254	4	4.62	7	7.11	9.19	7.0
0.299	4.125643036312514	4	4.62	3	2.51	0.0	-0.0
0.3	4.000000000000002	4	4.62	3	2.51	6.529999999999999	4.0
0.301	3.874356963687489	4	4.62	6	6.529999999999999	4.62	1.0
0.302	3.7488379218827492	4	4.62	2	2.51	0.0	-0.0
0.303	3.6235667467259463	4	4.62	4	4.62	11.83	8.0
0.304	3.4986670657427874	3	2.51	5	4.62	0.0	-0.0
0.305	3.3742621398390815	3	2.51	0	0.0	0.0	-0.0
0.306	3.250474741657107	3	2.51	7	7.11	9.19	7.0
0.307	3.127427034413829	3	2.51	1	0.0	0.0	-0.0
0.308	3.005240451340581	3	2.51	2	2.51	2.51	2.0
0.309	2.884035575843084	3	2.51	6	6.529999999999999	5.39	5.0
0.31	2.763932022500212	3	2.51	0	0.0	0.0	-0.0
0.311	2.6450483190188363	3	2.51	4	4.62	5.39	5.0
0.312	2.527501789261291	3	2.51	2	2.51	0.0	-0.0
0.313	2.4114084374608806	2	2.51	3	2.51	6.529999999999999	4.0
0.314	2.2968828337397134	2	2.51	1	0.0	0.0	-0.0
0.315	2.1840380010418112	2	2.51	4	4.62	0.0	-0.0
0.316	2.072985303593138	2	2.51	0	0.0	7.11	6.0
0.317	1.9638343369985143	2	2.51	4	4.62	0.0	-0.0
0.318	1.8566928200840138	2	2.51	0	0.0	0.0	-0.0
0.319	1.7516664885914786	2	2.51	3	2.51	6.529999999999999	4.0
0.32	1.6488589908301088	2	2.51	1	0.0	0.0	-0.0
0.321	1.5483717853880958	2	2.51	2	2.51	0.0	-0.0
0.322	1.4503040410052437	1	2.51	1	0.0	4.62	1.0
0.323	1.3547525387053954	1	2.51	2	2.51	0.0	-0.0
0.324	1.2618115762852433	1	2.51	0	0.0	0.0	-0.0
0.325	1.1715728752538084	1	0.0	3	2.51	6.65	3.0
0.326	1.084125490314353	1	0.0	0	0.0	0.0	-0.0
0.327	0.9995557214781616	1	0.0	0	0.0	0.0	-0.0
0.328	0.917947028896843	1	0.0	3	2.51	0.0	-0.0
