Time	Reference	Direct (Unifrom)	Direct(Non-uniform)	MPC(Unifrom)	MPC(Non-Uniform)	MPC(Non-Unifrom with  INL Feedback)	MPC Truncated
0.666	7.505226720175451	8	7.11	7	7.11	5.39	5.0
0.667	7.442968108015775	7	7.11	8	7.11	11.83	8.0
0.668	7.377311702008058	7	7.11	7	7.11	2.51	2.0
0.669	7.308322297098249	7	7.11	8	7.11	11.83	8.0
0.67	7.236067977499788	7	7.11	6	6.529999999999999	6.529999999999999	4.0
0.671	7.160620049502764	7	7.11	8	7.11	5.39	5.0
0.672	7.082052971103155	7	7.11	8	7.11	11.83	8.0
0.673	7.000444278521833	7	7.11	5	4.62	4.62	1.0
0.674	6.915874509685645	7	7.11	8	7.11	5.39	5.0
0.675	6.8284271247461845	7	6.65	8	7.11	11.83	8.0
0.676	6.738188423714755	7	6.65	4	4.62	4.62	1.0
0.677	6.645247461294603	7	6.65	8	7.11	6.529999999999999	4.0
0.678	6.549695958994761	7	6.529999999999999	8	7.11	7.11	6.0
0.679	6.451628214611903	6	6.529999999999999	4	4.62	5.39	5.0
0.68	6.351141009169895	6	6.529999999999999	8	7.11	11.83	8.0
0.681	6.24833351140852	6	6.529999999999999	6	6.529999999999999	0.0	-0.0
0.682	6.143307179915979	6	6.529999999999999	5	4.62	11.83	8.0
0.683	6.0361656630014835	6	6.529999999999999	8	7.11	4.62	1.0
0.684	5.927014696406854	6	5.39	4	4.62	6.65	3.0
0.685	5.815961998958187	6	5.39	7	7.11	6.65	3.0
0.686	5.703117166260284	6	5.39	6	6.529999999999999	2.51	2.0
0.687	5.588591562539124	6	5.39	4	4.62	11.83	8.0
0.6880000000000001	5.472498210738707	5	5.39	8	7.11	0.0	-0.0
0.6890000000000001	5.354951680981168	5	5.39	3	2.51	9.19	7.0
0.6900000000000001	5.236067977499786	5	5.39	6	6.529999999999999	2.51	2.0
0.6910000000000001	5.115964424156907	5	5.39	7	7.11	7.11	6.0
0.6920000000000001	4.994759548659417	5	4.62	2	2.51	6.529999999999999	4.0
0.6930000000000001	4.872572965586162	5	4.62	7	7.11	0.0	-0.0
0.6940000000000001	4.7495252583428975	5	4.62	4	4.62	11.83	8.0
0.6950000000000001	4.625737860160916	5	4.62	4	4.62	0.0	-0.0
0.6960000000000001	4.501332934257218	5	4.62	7	7.11	6.529999999999999	4.0
0.6970000000000001	4.376433253274051	4	4.62	1	0.0	2.51	2.0
0.6980000000000001	4.251162078117256	4	4.62	7	7.11	9.19	7.0
0.6990000000000001	4.125643036312509	4	4.62	3	2.51	0.0	-0.0
0.7000000000000001	3.9999999999999893	4	4.62	3	2.51	6.529999999999999	4.0
0.7010000000000001	3.8743569636874837	4	4.62	6	6.529999999999999	4.62	1.0
0.7020000000000001	3.7488379218827372	4	4.62	2	2.51	0.0	-0.0
0.7030000000000001	3.6235667467259414	4	4.62	4	4.62	11.83	8.0
0.704	3.498667065742789	3	2.51	5	4.62	0.0	-0.0
0.705	3.3742621398390904	3	2.51	0	0.0	0.0	-0.0
0.706	3.250474741657109	3	2.51	7	7.11	9.19	7.0
0.707	3.127427034413831	3	2.51	1	0.0	0.0	-0.0
0.708	3.0052404513405895	3	2.51	2	2.51	2.51	2.0
0.709	2.8840355758430856	3	2.51	6	6.529999999999999	5.39	5.0
0.71	2.7639320225002204	3	2.51	0	0.0	0.0	-0.0
0.711	2.6450483190188385	3	2.51	4	4.62	5.39	5.0
0.712	2.5275017892612994	3	2.51	2	2.51	0.0	-0.0
0.713	2.4114084374608824	2	2.51	3	2.51	6.529999999999999	4.0
0.714	2.296882833739722	2	2.51	1	0.0	0.0	-0.0
0.715	2.184038001041819	2	2.51	4	4.62	0.0	-0.0
0.716	2.072985303593139	2	2.51	0	0.0	7.11	6.0
0.717	1.9638343369985223	2	2.51	4	4.62	0.0	-0.0
0.718	1.8566928200840151	2	2.51	0	0.0	0.0	-0.0
0.719	1.7516664885914857	2	2.51	3	2.51	6.529999999999999	4.0
0.72	1.6488589908301101	2	2.51	1	0.0	0.0	-0.0
0.721	1.548371785388103	2	2.51	2	2.51	0.0	-0.0
0.722	1.450304041005245	1	2.51	1	0.0	4.62	1.0
0.723	1.354752538705402	1	2.51	2	2.51	0.0	-0.0
0.724	1.26181157628525	1	2.51	0	0.0	0.0	-0.0
0.725	1.1715728752538097	1	0.0	3	2.51	6.65	3.0
0.726	1.0841254903143596	1	0.0	0	0.0	0.0	-0.0
0.727	0.9995557214781625	1	0.0	0	0.0	0.0	-0.0
0.728	0.9179470288968488	1	0.0	3	2.51	0.0	-0.0
0.729	0.8393799504972401	1	0.0	0	0.0	4.62	1.0
0.73	0.7639320225002164	1	0.0	0	0.0	0.0	-0.0
0.731	0.6916777029017553	1	0.0	2	2.51	0.0	-0.0
0.732	0.6226882979919464	1	0.0	0	0.0	0.0	-0.0
0.733	0.5570318919842285	1	0.0	0	0.0	2.51	2.0
0.734	0.4947732798245452	0	0.0	1	0.0	0.0	-0.0
0.735	0.43597390324653196	0	0.0	1	0.0	0.0	-0.0
0.736	0.38069179013592214	0	0.0	0	0.0	0.0	-0.0
0.737	0.328981497264079	0	0.0	0	0.0	4.62	1.0
0.738	0.28089405644699506	0	0.0	0	0.0	0.0	-0.0
0.739	0.23647692418310173	0	0.0	1	0.0	0.0	-0.0
0.74	0.19577393481938676	0	0.0	0	0.0	0.0	-0.0
0.741	0.15882525729223085	0	0.0	0	0.0	0.0	-0.0
0.742	0.12566735548547658	0	0.0	0	0.0	0.0	-0.0
0.743	0.09633295224501026	0	0.0	0	0.0	4.62	1.0
0.744	0.07085099708524645	0	0.0	0	0.0	0.0	-0.0
0.745	0.04924663761944892	0	0.0	0	0.0	0.0	-0.0
0.746	0.03154119474208983	0	0.0	0	0.0	0.0	-0.0
0.747	0.017752141587680015	0	0.0	0	0.0	0.0	-0.0
0.748	0.007893086286914208	0	0.0	0	0.0	0.0	-0.0
0.749	0.001973758537074044	0	0.0	0	0.0	0.0	-0.0
0.75	0.0	0	0.0	0	0.0	0.0	-0.0
0.751	0.0019737585370736	0	0.0	0	0.0	0.0	0.0
0.752	0.007893086286913764	0	0.0	0	0.0	0.0	0.0
0.753	0.01775214158767957	0	0.0	0	0.0	0.0	0.0
0.754	0.03154119474208894	0	0.0	0	0.0	0.0	-0.0
0.755	0.04924663761944803	0	0.0	0	0.0	0.0	-0.0
0.756	0.07085099708524512	0	0.0	0	0.0	0.0	-0.0
0.757	0.09633295224500849	0	0.0	0	0.0	0.0	0.0
0.758	0.1256673554854748	0	0.0	0	0.0	0.0	0.0
0.759	0.15882525729222907	0	0.0	0	0.0	0.0	0.0
0.76	0.19577393481938454	0	0.0	1	0.0	4.62	1.0
0.761	0.23647692418309907	0	0.0	0	0.0	0.0	-0.0
0.762	0.2808940564469924	0	0.0	0	0.0	0.0	-0.0
0.763	0.3289814972640759	0	0.0	0	0.0	0.0	-0.0
0.764	0.38069179013591903	0	0.0	1	0.0	0.0	-0.0
0.765	0.4359739032465284	0	0.0	0	0.0	0.0	-0.0
0.766	0.49477327982454167	0	0.0	1	0.0	2.51	2.0
0.767	0.5570318919842245	1	0.0	0	0.0	0.0	-0.0
0.768	0.6226882979919424	1	0.0	1	0.0	0.0	-0.0
0.769	0.6916777029017509	1	0.0	0	0.0	0.0	0.0
0.77	0.7639320225002124	1	0.0	2	2.51	6.65	3.0
0.771	0.8393799504972357	1	0.0	0	0.0	0.0	-0.0
0.772	0.9179470288968443	1	0.0	0	0.0	0.0	-0.0
0.773	0.9995557214781576	1	0.0	3	2.51	0.0	-0.0
0.774	1.0841254903143542	1	0.0	0	0.0	0.0	-0.0
0.775	1.1715728752538048	1	0.0	0	0.0	5.39	5.0
0.776	1.2618115762852447	1	2.51	4	4.62	0.0	-0.0
0.777	1.3547525387053967	1	2.51	0	0.0	0.0	-0.0
0.778	1.4503040410052392	1	2.51	0	0.0	4.62	1.0
0.779	1.5483717853880972	2	2.51	4	4.62	0.0	-0.0
0.78	1.6488589908301043	2	2.51	0	0.0	0.0	-0.0
0.781	1.7516664885914799	2	2.51	2	2.51	6.529999999999999	4.000000000000002
0.782	1.856692820084009	2	2.51	3	2.51	0.0	-0.0
0.783	1.9638343369985156	2	2.51	0	0.0	0.0	-0.0
0.784	2.072985303593133	2	2.51	4	4.62	6.529999999999999	4.0
0.785	2.1840380010418126	2	2.51	1	0.0	0.0	-0.0
0.786	2.2968828337397147	2	2.51	2	2.51	0.0	-0.0
0.787	2.411408437460876	2	2.51	4	4.62	7.11	6.0000000000000036
0.788	2.5275017892612928	3	2.51	0	0.0	0.0	-0.0
0.789	2.6450483190188314	3	2.51	5	4.62	4.62	1.0
0.79	2.7639320225002133	3	2.51	2	2.51	0.0	-0.0
0.791	2.884035575843079	3	2.51	1	0.0	5.39	5.0
0.792	3.0052404513405824	3	2.51	6	6.529999999999999	4.62	1.0
0.793	3.1274270344138237	3	2.51	1	0.0	0.0	-0.0
0.794	3.2504747416571016	3	2.51	4	4.62	6.65	3.0
0.795	3.3742621398390833	3	2.51	4	4.62	0.0	-0.0
0.796	3.498667065742782	3	2.51	1	0.0	5.39	5.0
0.797	3.623566746725948	4	4.62	7	7.11	6.529999999999999	4.0
0.798	3.748837921882744	4	4.62	1	0.0	0.0	-0.0
0.799	3.874356963687491	4	4.62	5	4.62	6.529999999999999	4.0
0.8	3.999999999999996	4	4.62	5	4.62	4.62	1.0
0.801	4.125643036312516	4	4.62	2	2.51	0.0	-0.0
0.802	4.251162078117263	4	4.62	6	6.529999999999999	11.83	8.0
0.803	4.376433253274058	4	4.62	4	4.62	0.0	-0.0
0.804	4.501332934257224	5	4.62	3	2.51	6.65	3.0
0.805	4.625737860160923	5	4.62	8	7.11	4.62	1.0
0.806	4.749525258342905	5	4.62	1	0.0	2.51	2.0
0.807	4.872572965586168	5	4.62	7	7.11	11.83	8.0
0.808	4.994759548659424	5	4.62	6	6.529999999999999	0.0	-0.0
0.809	5.115964424156914	5	5.39	2	2.51	6.529999999999999	4.0
0.81	5.2360679774997925	5	5.39	8	7.11	6.529999999999999	4.0
0.811	5.354951680981174	5	5.39	4	4.62	2.51	2.0
0.812	5.4724982107387135	5	5.39	6	6.529999999999999	11.83	8.0
0.8130000000000001	5.58859156253913	6	5.39	5	4.62	0.0	-0.0
0.8140000000000001	5.703117166260291	6	5.39	7	7.11	9.19	7.0
0.8150000000000001	5.815961998958193	6	5.39	4	4.62	6.65	3.0
0.8160000000000001	5.92701469640686	6	5.39	8	7.11	2.51	2.0
0.8170000000000001	6.03616566300149	6	6.529999999999999	4	4.62	11.83	8.0
0.8180000000000001	6.143307179915984	6	6.529999999999999	8	7.11	0.0	-0.0
0.8190000000000001	6.248333511408525	6	6.529999999999999	5	4.62	11.83	8.0
0.8200000000000001	6.3511410091699005	6	6.529999999999999	7	7.11	2.51	2.0
0.8210000000000001	6.451628214611908	6	6.529999999999999	6	6.529999999999999	11.83	8.0
0.8220000000000001	6.549695958994766	7	6.529999999999999	7	7.11	0.0	-0.0
0.8230000000000001	6.645247461294608	7	6.65	6	6.529999999999999	11.83	8.0
0.8240000000000001	6.73818842371476	7	6.65	8	7.11	6.529999999999999	4.0
0.8250000000000001	6.82842712474619	7	6.65	5	4.62	6.529999999999999	4.0
0.8260000000000001	6.915874509685651	7	7.11	8	7.11	5.39	5.0
0.8270000000000001	7.000444278521837	7	7.11	8	7.11	11.83	8.0
0.8280000000000001	7.08205297110316	7	7.11	5	4.62	4.62	1.0
0.8290000000000001	7.160620049502768	7	7.11	8	7.11	5.39	5.0
0.8300000000000001	7.236067977499792	7	7.11	8	7.11	11.83	8.0
0.8310000000000001	7.308322297098252	7	7.11	6	6.529999999999999	6.65	3.0
0.8320000000000001	7.377311702008061	7	7.11	8	7.11	6.529999999999999	4.0
0.833	7.442968108015771	7	7.11	8	7.11	7.11	6.0
0.834	7.505226720175448	8	7.11	7	7.11	11.83	8.0
0.835	7.564026096753468	8	7.11	7	7.11	2.51	2.0
0.836	7.619308209864071	8	7.11	8	7.11	11.83	8.0
0.837	7.671018502735921	8	7.11	8	7.11	5.39	5.0
0.838	7.7191059435530045	8	7.11	8	7.11	11.83	8.0
0.839	7.763523075816899	8	7.11	7	7.11	6.65	3.0
0.84	7.804226065180613	8	7.11	8	7.11	5.39	5.0
0.841	7.84117474270777	8	7.11	8	7.11	11.83	8.0
0.842	7.8743326445145225	8	7.11	8	7.11	5.39	4.999999999999997
0.843	7.903667047754986	8	7.11	8	7.11	11.83	8.0
0.844	7.9291490029147536	8	7.11	8	7.11	6.65	3.0
0.845	7.950753362380551	8	7.11	8	7.11	5.39	5.0
0.846	7.96845880525791	8	7.11	8	7.11	11.83	8.0
0.847	7.98224785841232	8	7.11	8	7.11	5.39	5.0
0.848	7.992106913713085	8	7.11	8	7.11	11.83	8.0
0.849	7.9980262414629255	8	7.11	8	7.11	6.529999999999999	4.0
0.85	8.0	8	7.11	8	7.11	7.11	6.0
0.851	7.998026241462926	8	7.11	8	7.11	11.83	8.0
0.852	7.992106913713087	8	7.11	8	7.11	6.65	3.0
0.853	7.98224785841232	8	7.11	8	7.11	7.11	6.0
0.854	7.968458805257912	8	7.11	8	7.11	11.83	8.0
0.855	7.950753362380552	8	7.11	8	7.11	6.65	3.0
0.856	7.929149002914755	8	7.11	8	7.11	5.39	5.0
0.857	7.9036670477549915	8	7.11	8	7.11	11.83	8.0
0.858	7.874332644514525	8	7.11	8	7.11	5.39	5.0
0.859	7.841174742707775	8	7.11	8	7.11	11.83	8.0
0.86	7.8042260651806155	8	7.11	7	7.11	6.65	3.0
0.861	7.763523075816906	8	7.11	8	7.11	5.39	5.0
0.862	7.719105943553007	8	7.11	8	7.11	11.83	8.0
0.863	7.671018502735924	8	7.11	8	7.11	6.529999999999999	4.0
0.864	7.619308209864081	8	7.11	7	7.11	7.11	6.0
0.865	7.564026096753471	8	7.11	8	7.11	9.19	7.0
0.866	7.505226720175458	8	7.11	7	7.11	5.39	5.0
0.867	7.4429681080157755	7	7.11	8	7.11	11.83	8.0
0.868	7.377311702008066	7	7.11	7	7.11	2.51	2.0
0.869	7.3083222970982495	7	7.11	8	7.11	11.83	8.0
0.87	7.236067977499797	7	7.11	6	6.529999999999999	6.529999999999999	4.0
0.871	7.160620049502764	7	7.11	8	7.11	5.39	5.0
0.872	7.082052971103156	7	7.11	8	7.11	11.83	8.0
0.873	7.000444278521842	7	7.11	5	4.62	4.62	1.0
0.874	6.915874509685646	7	7.11	8	7.11	5.39	5.0
0.875	6.828427124746195	7	6.65	8	7.11	11.83	8.0
0.876	6.738188423714756	7	6.65	4	4.62	4.62	1.0
0.877	6.645247461294614	7	6.65	8	7.11	6.529999999999999	4.0
0.878	6.549695958994761	7	6.529999999999999	8	7.11	7.11	6.0
0.879	6.451628214611914	6	6.529999999999999	4	4.62	5.39	5.0
0.88	6.351141009169896	6	6.529999999999999	8	7.11	11.83	8.0
0.881	6.248333511408521	6	6.529999999999999	6	6.529999999999999	0.0	-0.0
0.882	6.1433071799159915	6	6.529999999999999	5	4.62	11.83	8.0
0.883	6.036165663001485	6	6.529999999999999	8	7.11	4.62	1.0
0.884	5.927014696406868	6	5.39	4	4.62	6.65	3.0
0.885	5.815961998958188	6	5.39	7	7.11	6.65	3.0
0.886	5.703117166260299	6	5.39	6	6.529999999999999	2.51	2.0
0.887	5.588591562539125	6	5.39	4	4.62	11.83	8.0
0.888	5.472498210738708	5	5.39	8	7.11	0.0	-0.0
0.889	5.354951680981169	5	5.39	3	2.51	9.19	7.0
0.89	5.236067977499787	5	5.39	6	6.529999999999999	2.51	2.0
0.891	5.115964424156922	5	5.39	7	7.11	7.11	6.0
0.892	4.994759548659418	5	4.62	2	2.51	6.529999999999999	4.0
0.893	4.872572965586176	5	4.62	7	7.11	0.0	-0.0
0.894	4.749525258342898	5	4.62	4	4.62	11.83	8.0
0.895	4.625737860160932	5	4.62	4	4.62	0.0	-0.0
0.896	4.501332934257219	5	4.62	7	7.11	6.529999999999999	4.0
0.897	4.376433253274053	4	4.62	1	0.0	2.51	2.0
0.898	4.2511620781172565	4	4.62	7	7.11	9.19	7.0
0.899	4.12564303631251	4	4.62	3	2.51	0.0	-0.0
0.9	4.000000000000004	4	4.62	3	2.51	6.529999999999999	4.0
0.901	3.874356963687485	4	4.62	6	6.529999999999999	4.62	1.0
0.902	3.7488379218827523	4	4.62	2	2.51	0.0	-0.0
0.903	3.6235667467259423	4	4.62	4	4.62	11.83	8.0
0.904	3.49866706574279	3	2.51	5	4.62	0.0	-0.0
0.905	3.3742621398390775	3	2.51	0	0.0	0.0	-0.0
0.906	3.2504747416570963	3	2.51	7	7.11	9.19	7.0
0.907	3.127427034413832	3	2.51	1	0.0	0.0	-0.0
0.908	3.005240451340577	3	2.51	2	2.51	2.51	2.0
0.909	2.884035575843087	3	2.51	6	6.529999999999999	5.39	5.0
0.91	2.7639320225002075	3	2.51	0	0.0	0.0	-0.0
0.911	2.6450483190188394	3	2.51	4	4.62	5.39	5.0
0.912	2.527501789261287	3	2.51	2	2.51	0.0	-0.0
0.913	2.4114084374608833	2	2.51	3	2.51	6.529999999999999	4.0
0.914	2.2968828337397094	2	2.51	1	0.0	0.0	-0.0
0.915	2.1840380010418072	2	2.51	4	4.62	0.0	-0.0
0.916	2.07298530359314	2	2.51	0	0.0	7.11	6.0
0.917	1.9638343369985107	2	2.51	4	4.62	0.0	-0.0
0.918	1.856692820084016	2	2.51	0	0.0	0.0	-0.0
0.919	1.751666488591475	2	2.51	3	2.51	6.529999999999999	4.0
0.92	1.648858990830111	2	2.51	1	0.0	0.0	-0.0
0.921	1.5483717853880927	2	2.51	2	2.51	0.0	-0.0
0.922	1.4503040410052455	1	2.51	1	0.0	4.62	1.0
0.923	1.3547525387053923	1	2.51	2	2.51	0.0	-0.0
0.924	1.2618115762852402	1	2.51	0	0.0	0.0	-0.0
0.925	1.1715728752538106	1	0.0	3	2.51	6.65	3.0
0.926	1.0841254903143502	1	0.0	0	0.0	0.0	-0.0
0.927	0.9995557214781634	1	0.0	0	0.0	0.0	-0.0
0.928	0.9179470288968403	1	0.0	3	2.51	0.0	-0.0
0.929	0.839379950497241	1	0.0	0	0.0	4.62	1.0
0.93	0.7639320225002089	1	0.0	0	0.0	0.0	-0.0
0.931	0.6916777029017558	1	0.0	2	2.51	0.0	-0.0
0.932	0.6226882979919393	1	0.0	0	0.0	0.0	-0.0
0.933	0.5570318919842214	1	0.0	0	0.0	2.51	2.0
0.934	0.49477327982454566	0	0.0	1	0.0	0.0	-0.0
0.935	0.43597390324652574	0	0.0	1	0.0	0.0	-0.0
0.936	0.3806917901359226	0	0.0	0	0.0	0.0	-0.0
0.937	0.32898149726407366	0	0.0	0	0.0	4.62	1.0
0.9380000000000001	0.2808940564469955	0	0.0	0	0.0	0.0	-0.0
0.9390000000000001	0.23647692418309685	0	0.0	1	0.0	0.0	-0.0
0.9400000000000001	0.19577393481938277	0	0.0	0	0.0	0.0	-0.0
0.9410000000000001	0.1588252572922273	0	0.0	0	0.0	0.0	-0.0
0.9420000000000001	0.12566735548547348	0	0.0	0	0.0	0.0	-0.0
0.9430000000000001	0.09633295224501026	0	0.0	0	0.0	4.62	1.0
0.9440000000000001	0.07085099708524423	0	0.0	0	0.0	0.0	-0.0
0.9450000000000001	0.04924663761944936	0	0.0	0	0.0	0.0	-0.0
0.9460000000000001	0.03154119474208805	0	0.0	0	0.0	0.0	-0.0
0.9470000000000001	0.017752141587680015	0	0.0	0	0.0	0.0	-0.0
0.9480000000000001	0.00789308628691332	0	0.0	0	0.0	0.0	-0.0
0.9490000000000001	0.0019737585370736	0	0.0	0	0.0	0.0	-0.0
0.9500000000000001	0.0	0	0.0	0	0.0	0.0	-0.0
0.9510000000000001	0.001973758537074044	0	0.0	0	0.0	0.0	0.0
0.9520000000000001	0.007893086286913764	0	0.0	0	0.0	0.0	0.0
0.9530000000000001	0.01775214158768046	0	0.0	0	0.0	0.0	0.0
0.9540000000000001	0.031541194742088496	0	0.0	0	0.0	0.0	-0.0
0.9550000000000001	0.04924663761945025	0	0.0	0	0.0	0.0	-0.0
0.9560000000000001	0.07085099708524512	0	0.0	0	0.0	0.0	-0.0
0.9570000000000001	0.0963329522450116	0	0.0	0	0.0	0.0	0.0
0.9580000000000001	0.12566735548547836	0	0.0	0	0.0	0.0	0.0
0.9590000000000001	0.15882525729222863	0	0.0	0	0.0	0.0	0.0
0.96	0.1957739348193841	0	0.0	1	0.0	4.62	1.0
0.961	0.23647692418309374	0	0.0	0	0.0	0.0	-0.0
0.962	0.28089405644699195	0	0.0	0	0.0	0.0	-0.0
0.963	0.32898149726406967	0	0.0	0	0.0	0.0	-0.0
0.964	0.3806917901359186	0	0.0	1	0.0	0.0	-0.0
0.965	0.43597390324652174	0	0.0	0	0.0	0.0	-0.0
0.966	0.4947732798245412	0	0.0	1	0.0	2.51	2.0
0.967	0.5570318919842241	1	0.0	0	0.0	0.0	-0.0
0.968	0.6226882979919339	1	0.0	1	0.0	0.0	-0.0
0.969	0.6916777029017505	1	0.0	0	0.0	0.0	0.0
0.97	0.7639320225002035	1	0.0	2	2.51	6.65	3.0
0.971	0.8393799504972352	1	0.0	0	0.0	0.0	-0.0
0.972	0.9179470288968345	1	0.0	0	0.0	0.0	-0.0
0.973	0.9995557214781572	1	0.0	3	2.51	0.0	-0.0
0.974	1.084125490314344	1	0.0	0	0.0	0.0	-0.0
0.975	1.171572875253804	1	0.0	0	0.0	5.39	5.0
0.976	1.2618115762852438	1	2.51	4	4.62	0.0	-0.0
0.977	1.3547525387053851	1	2.51	0	0.0	0.0	-0.0
0.978	1.4503040410052384	1	2.51	0	0.0	4.62	1.0
0.979	1.5483717853880852	2	2.51	4	4.62	0.0	-0.0
0.98	1.6488589908301035	2	2.51	0	0.0	0.0	-0.0
0.981	1.751666488591467	2	2.51	2	2.51	6.529999999999999	4.000000000000001
0.982	1.856692820084008	2	2.51	3	2.51	0.0	-0.0
0.983	1.9638343369985147	2	2.51	0	0.0	0.0	-0.0
0.984	2.072985303593132	2	2.51	4	4.62	6.529999999999999	4.0
0.985	2.1840380010418117	2	2.51	1	0.0	0.0	-0.0
0.986	2.2968828337397014	2	2.51	2	2.51	0.0	-0.0
0.987	2.4114084374608753	2	2.51	4	4.62	7.11	6.000000000000003
0.988	2.5275017892612786	3	2.51	0	0.0	0.0	-0.0
0.989	2.6450483190188305	3	2.51	5	4.62	4.62	1.0
0.99	2.7639320225001986	3	2.51	2	2.51	0.0	-0.0
0.991	2.8840355758430776	3	2.51	1	0.0	5.39	5.0
0.992	3.0052404513405815	3	2.51	6	6.529999999999999	4.62	1.0
0.993	3.127427034413823	3	2.51	1	0.0	0.0	-0.0
0.994	3.2504747416571007	3	2.51	4	4.62	6.65	3.0
0.995	3.374262139839068	3	2.51	4	4.62	0.0	-0.0
0.996	3.498667065742781	3	2.51	1	0.0	5.39	5.0
0.997	3.623566746725933	4	4.62	7	7.11	6.529999999999999	4.0
0.998	3.748837921882743	4	4.62	1	0.0	0.0	-0.0
0.999	3.8743569636874757	4	4.62	5	4.62	6.529999999999999	4.0
